review_id,product_sku,theme_id
FCR-003581,B0009ONZ8G,anything up.
FCR-003591,B002HFDLCK,don't waste money.
FCR-003597,B0009ONZ8G,don't waste money.
FCR-003598,B002HFDLCK,completely stopped
FCR-003607,B000C7GZ2I,cheaply made.
FCR-003610,B002HFDLCK,don't waste money.
FCR-003619,B001PB8EJ2,completely stopped
FCR-003630,B0009ONZ8G,completely stopped
FCR-003642,B0019KOFEC,don't waste money.
FCR-003656,B002HFDLCK,don't waste money.
FCR-003691,B004GN8UYA,completely stopped
FCR-003700,B001PB8EJ2,completely stopped
FCR-003721,B002TUU2GQ,broken.
FCR-003724,B07CQFHDN7,completely stopped
FCR-003729,B001PB8EJ2,followed instructions
FCR-003730,B002HFDLCK,completely stopped
FCR-003755,B0009ONZ8G,completely stopped
FCR-003756,B0009ONZ8G,completely stopped
FCR-003762,B003XDT9MG,repair shop
FCR-003768,B001PB8EJ2,completely stopped
FCR-003773,B003XDT9MG,completely stopped
FCR-003794,B0009ONZ8G,spits
FCR-003827,B004GN8UYA,don't waste money.
FCR-003829,B002HFDLCK,completely stopped
FCR-003832,B002HFDLCK,completely stopped
FCR-003839,B001PB8EJ2,service center
FCR-003854,B001PB8EJ2,completely stopped
FCR-003879,B002HFDLCK,broken.
FCR-003886,B002HFDLCK,don't waste money.
FCR-003920,B001PB8EJ2,completely stopped
FCR-003923,B002HFDLCK,completely stopped
FCR-003924,B002HFDLCK,went use
FCR-003929,B000FZX93U,completely stopped
FCR-003943,B002HFDLCK,completely stopped
FCR-003948,B001PB8EJ2,spits
FCR-003959,B002TUU2GQ,completely stopped
FCR-003976,B07CQFHDN7,completely stopped
FCR-003980,B002HFDLCK,repair shop
FCR-003987,B002FYTRCQ,went use
FCR-003994,B001PB8EJ2,authorized
FCR-004006,B002HFDLCK,don't waste money.
FCR-004013,B002TUU2GQ,completely stopped
FCR-004018,B002HFDLCK,work all.
FCR-004039,B000F8EUFI,completely stopped
FCR-004050,B0068RU4LE,went use
FCR-004071,B002HFDLCK,less months
FCR-004072,B07CQFHDN7,completely stopped
FCR-004073,B002HFDLCK,completely stopped
FCR-004082,B001PB8EJ2,high hopes
FCR-004100,B0068RU4LE,completely stopped
FCR-004103,B001PB8EJ2,completely stopped
FCR-004113,B004GN8UYA,honor
FCR-004133,B0068RU4LE,service center
FCR-004159,B08BL3DKFV,high hopes
FCR-004162,B000N1XPG2,will returning
FCR-004164,B092SJ1JG6,avail.
FCR-004169,B002TUU2GQ,completely stopped
FCR-004171,B002FYTRCQ,spits
FCR-004192,B001PB8EJ2,completely stopped
FCR-004229,B002HFDLCK,will returning
FCR-004231,B08BL3DKFV,wanted love
FCR-004235,B0068RU4LE,completely stopped
FCR-004236,B000N1XPG2,broken.
FCR-004246,B002HFDLCK,service center
FCR-004258,B002HFDLCK,even last
FCR-004265,B001PB8EJ2,completely stopped
FCR-004278,B07CQFHDN7,completely stopped
FCR-004321,B0068RU4LE,followed instructions
FCR-004325,B0068RU4LE,went use
FCR-004329,B001PB8EJ2,completely stopped
FCR-004360,B002HFDLCK,broke within
FCR-004379,B004GN8UYA,completely stopped
FCR-004380,B001PB8EJ2,sending back
FCR-004382,B0009ONZ8G,buyer
FCR-004398,B002HFDLCK,completely stopped
FCR-004410,B002HFDLCK,completely stopped
FCR-004437,B002HFDLCK,even last
FCR-004448,B07CQFHDN7,spits
FCR-004458,B001PB8EJ2,service center
FCR-004471,B0068RU4LE,completely stopped
FCR-004479,B004GN8UYA,don't waste money.
FCR-004509,B001PB8EJ2,completely stopped
FCR-004517,B07CQFHDN7,completely stopped
FCR-004530,B000N1XPG2,completely stopped
FCR-004533,B002HFDLCK,work all.
FCR-004555,B002FYTRCQ,completely stopped
FCR-004561,B003XDT9MG,cheaply made.
FCR-004572,B000N1XPG2,don't waste money.
FCR-004588,B0068RU4LE,will returning
FCR-004609,B001PB8EJ2,repair shop
FCR-004626,B0068RU4LE,service center
FCR-004629,B002HFDLCK,don't waste money.
FCR-004633,B001PB8EJ2,avail.
FCR-004634,B001PB8EJ2,completely stopped
FCR-004636,B002HFDLCK,don't waste money.
FCR-004637,B00022NGIE,defective.
FCR-004643,B001PB8EJ2,went use
FCR-004647,B001PB8EJ2,completely stopped
FCR-004659,B002HFDLCK,broken.
FCR-004667,B004GN8UYA,poor suction
FCR-004671,B0068RU4LE,completely stopped
FCR-004680,B092SJ1JG6,will returning
FCR-004682,B0068RU4LE,completely stopped
FCR-004699,B000FFUQZO,completely stopped
FCR-004700,B000F8EUFI,completely stopped
FCR-004723,B0068RU4LE,completely stopped
FCR-004732,B002HFDLCK,sending back
FCR-004734,B0009ONZ8G,completely stopped
FCR-004747,B002HFDLCK,cheaply made.
FCR-004766,B0009ONZ8G,went use
FCR-004768,B08BL3DKFV,repair shop
FCR-004778,B0068RU4LE,cheaply made.
FCR-004783,B0009ONZ8G,work all.
FCR-004807,B002HFDLCK,completely stopped
FCR-004816,B002HFDLCK,completely stopped
FCR-004831,B07CQFHDN7,completely stopped
FCR-004833,B000N1XPG2,don't waste money.
FCR-004838,B07CQFHDN7,completely stopped
FCR-004847,B001PB8EJ2,completely stopped
FCR-004858,B002TUU2GQ,completely stopped
FCR-004861,B0068RU4LE,authorized
FCR-004868,B0019KOFEC,completely stopped
FCR-004874,B0009ONZ8G,completely stopped
FCR-004879,B004GN8UYA,expired
FCR-004884,B001PB8EJ2,service center
FCR-004906,B08BL3DKFV,buyer
FCR-004918,B001PB8EJ2,service center
FCR-004921,B002HFDLCK,don't waste money.
FCR-004927,B092SJ1JG6,authorized
FCR-004930,B000F8EUFI,completely stopped
FCR-004935,B0068RU4LE,went use
FCR-004942,B0068RU4LE,policy
FCR-004951,B0009ONZ8G,will returning
FCR-004959,B07CQFHDN7,completely stopped
FCR-004969,B08BL3DKFV,policy
FCR-004986,B001PB8EJ2,completely stopped
FCR-005008,B0068RU4LE,completely stopped
FCR-005012,B001PB8EJ2,spits
FCR-005023,B003XDT9MG,even last
FCR-005043,B001PB8EJ2,hold charge.
FCR-005050,B002HFDLCK,repair shop
FCR-005060,B000F8EUFI,even last
FCR-005070,B07CQFHDN7,work all.
FCR-005075,B08BL3DKFV,even last
FCR-005078,B07CQFHDN7,don't waste money.
FCR-005081,B001PB8EJ2,policy
FCR-005093,B0068RU4LE,don't waste money.
FCR-005114,B0068RU4LE,completely stopped
FCR-005132,B004GN8UYA,work all.
FCR-005139,B002HFDLCK,less months
FCR-005143,B001PB8EJ2,completely stopped
FCR-005145,B0009ONZ8G,work all.
FCR-005165,B0068RU4LE,will returning
FCR-005166,B002HFDLCK,wanted love
FCR-005173,B002HFDLCK,completely stopped
FCR-005183,B09ZJCQV3Q,sending back
FCR-005186,B0068RU4LE,broken.
FCR-005218,B000C7GZ2I,completely stopped
FCR-005219,B0019KOFEC,don't waste money.
FCR-005225,B0009ONZ8G,don't waste money.
FCR-005248,B001PB8EJ2,went use
FCR-005258,B001PB8EJ2,completely stopped
FCR-005265,B0009ONZ8G,completely stopped
FCR-005274,B0068RU4LE,broken.
FCR-005275,B001PB8EJ2,lemon
FCR-005291,B0068RU4LE,broken.
FCR-005323,B001PB8EJ2,completely stopped
FCR-005333,B08BL3DKFV,completely stopped
FCR-005348,B000N1XPG2,anything up.
FCR-005351,B000N1XPG2,completely stopped
FCR-005352,B000F8EUFI,don't waste money.
FCR-005353,B001PB8EJ2,hold charge.
FCR-005362,B0068RU4LE,completely stopped
FCR-005371,B002FYTRCQ,don't waste money.
FCR-005400,B07CQFHDN7,repair shop
FCR-005414,B002HFDLCK,cheaply made.
FCR-005415,B0068RU4LE,even last
FCR-005458,B001PB8EJ2,completely stopped
FCR-005474,B002FYTRCQ,don't waste money.
FCR-005477,B08BL3DKFV,completely stopped
FCR-005480,B004GN8UYA,completely stopped
FCR-005486,B002HFDLCK,buyer
FCR-005500,B002HFDLCK,completely stopped
FCR-005530,B0068RU4LE,repair shop
FCR-005534,B000F8EUFI,buyer
FCR-005540,B000F8EUFI,cheaply made.
FCR-005549,B002TUU2GQ,work all.
FCR-005563,B002HFDLCK,don't waste money.
FCR-005578,B000C7GZ2I,don't waste money.
FCR-005594,B07CQFHDN7,completely stopped
FCR-005612,B000C7GZ2I,completely stopped
FCR-005615,B002TUU2HA,don't waste money.
FCR-005632,B0009ONZ8G,policy
FCR-005640,B004Q7CK56,completely stopped
FCR-005643,B001PB8EJ2,completely stopped
FCR-005714,B000C7GZ2I,cheaply made.
FCR-005721,B0068RU4LE,completely stopped
FCR-005732,B08BL3DKFV,will returning
FCR-005751,B0009ONZ8G,broken.
FCR-005757,B07CQFHDN7,don't waste money.
FCR-005761,B002TUU2GQ,completely stopped
FCR-005796,B0068RU4LE,completely stopped
FCR-005814,B001PB8EJ2,don't waste money.
FCR-005818,B002HFDLCK,completely stopped
FCR-005861,B001PB8EJ2,don't waste money.
FCR-005870,B0068RU4LE,completely stopped
FCR-005881,B0009ONZ8G,don't waste money.
FCR-005886,B000F8EUFI,completely stopped
FCR-005890,B001PB8EJ2,don't waste money.
FCR-005891,B0009ONZ8G,don't waste money.
FCR-005919,B005FQMALQ,don't waste money.
FCR-005920,B002HFDLCK,completely stopped
FCR-005933,B002HFDLCK,broke within
FCR-005940,B07CQFHDN7,cheaply made.
FCR-005959,B07CQFHDN7,high hopes
FCR-005972,B004GN8UYA,don't waste money.
FCR-005977,B004GN8UYA,save yourself
FCR-005995,B002HFDLCK,repair shop
FCR-005996,B000FFUQZO,lemon
FCR-006002,B07CQFHDN7,lemon
FCR-006008,B0068RU4LE,save yourself
FCR-006011,B002HFDLCK,spits
FCR-006016,B001PB8EJ2,completely stopped
FCR-006029,B000F8EUFI,completely stopped
FCR-006036,B003XDT9MG,completely stopped
FCR-006048,B000F8EUFI,will returning
FCR-006062,B002HFDLCK,completely stopped
FCR-006075,B000F8EUFI,don't waste money.
FCR-006094,B002HFDLCK,broken.
FCR-006137,B07CQFHDN7,completely stopped
FCR-006139,B004GN8UYA,poor suction
FCR-006142,B005FQMALQ,less months
FCR-006153,B002FYTRCQ,don't waste money.
FCR-006155,B002HFDLCK,completely stopped
FCR-006176,B001PB8EJ2,completely stopped
FCR-006177,B002HFDLCK,completely stopped
FCR-006182,B002RLHCVU,broken.
FCR-006187,B002HFDLCK,policy
FCR-006205,B0009ONZ8G,don't waste money.
FCR-006210,B002HFDLCK,completely stopped
FCR-006211,B002HFDLCK,don't waste money.
FCR-006223,B0068RU4LE,cheaply made.
FCR-006227,B002TUU2GQ,completely stopped
FCR-006243,B0009ONZ8G,work all.
FCR-006264,B0068RU4LE,completely stopped
FCR-006302,B002FYTRCQ,don't waste money.
FCR-006305,B07CQFHDN7,service center
FCR-006307,B004GN8UYA,work all.
FCR-006323,B002TUU2GQ,went use
FCR-006329,B002HFDLCK,don't waste money.
FCR-006350,B0068RU4LE,cheaply made.
FCR-006372,B07CQFHDN7,completely stopped
FCR-006385,B07CQFHDN7,completely stopped
FCR-006396,B005FQMALQ,lemon
FCR-006397,B0068RU4LE,completely stopped
FCR-006410,B002HFDLCK,even last
FCR-006412,B005FQMALQ,better off
FCR-006430,B002HFDLCK,completely stopped
FCR-006432,B002HFDLCK,completely stopped
FCR-006434,B001PB8EJ2,will returning
FCR-006436,B002FYTRCQ,high hopes
FCR-006444,B002HFDLCK,completely stopped
FCR-006454,B001PB8EJ2,completely stopped
FCR-006469,B07CQFHDN7,completely stopped
FCR-006477,B005FQMALQ,don't waste money.
FCR-006490,B002HFDLCK,went use
FCR-006495,B004GN8UYA,completely stopped
FCR-006514,B0068RU4LE,work all.
FCR-006521,B004GN8UYA,high hopes
FCR-006530,B002HFDLCK,completely stopped
FCR-006536,B08BL3DKFV,high hopes
FCR-006540,B002HFDLCK,anything up.
FCR-006548,B0009ONZ8G,cheaply made.
FCR-006573,B001PB8EJ2,service center
FCR-006578,B002TUU2GQ,completely stopped
FCR-006588,B005FQMALQ,completely stopped
FCR-006590,B002HFDLCK,don't waste money.
FCR-006592,B002HFDLCK,don't waste money.
FCR-006597,B004GN8UYA,broken.
FCR-006607,B002HFDLCK,completely stopped
FCR-006610,B000N1XPG2,completely stopped
FCR-006614,B000F8EUFI,completely stopped
FCR-006621,B005FQMALQ,high hopes
FCR-006622,B004Q7CK56,completely stopped
FCR-006646,B07CQFHDN7,policy
FCR-006655,B002HFDLCK,completely stopped
FCR-006657,B07CQFHDN7,completely stopped
FCR-006658,B002HFDLCK,broken.
FCR-006660,B004GN8UYA,don't waste money.
FCR-006671,B002HFDLCK,anything up.
FCR-006692,B004GN8UYA,completely stopped
FCR-006698,B002HFDLCK,repair shop
FCR-006705,B000F8EUFI,completely stopped
FCR-006719,B005F1PT32,constantly gets
FCR-006721,B0009ONZ8G,completely stopped
FCR-006737,B000F8EUFI,even last
FCR-006750,B0068RU4LE,expired
FCR-006755,B0009ONZ8G,anything up.
FCR-006777,B001PB8EJ2,completely stopped
FCR-006780,B0009ONZ8G,don't waste money.
FCR-006795,B005FQMALQ,completely stopped
FCR-006797,B0068RU4LE,repair shop
FCR-006814,B000C7GZ2I,don't waste money.
FCR-006837,B0019KOFEC,will returning
FCR-006842,B002HFDLCK,response.
FCR-006848,B004GN8UYA,completely stopped
FCR-006850,B002HFDLCK,don't waste money.
FCR-006851,B004Q7CK56,completely stopped
FCR-006858,B005FQMALQ,buyer
FCR-006859,B08BL3DKFV,refused
FCR-006898,B002HFDLCK,repair shop
FCR-006909,B004F7AR02,completely stopped
FCR-006914,B08BL3DKFV,broken.
FCR-006920,B002TUU2GG,completely stopped
FCR-006940,B001PB8EJ2,completely stopped
FCR-006942,B092SJ1JG6,completely stopped
FCR-006961,B005ZGJ9JM,even last
FCR-006966,B001PB8EJ2,refused
FCR-006992,B001PB8EJ2,less months
FCR-007050,B002TUU2GQ,better off
FCR-007081,B002HFDLCK,completely stopped
FCR-007188,B000F8EUFI,completely stopped
FCR-007233,B000N1XPG2,sending back
FCR-007235,B0019KOFEC,broken.
FCR-007240,B002HFDLCK,don't waste money.
FCR-007258,B002HFDLCK,completely stopped
FCR-007269,B001PB8EJ2,will returning
FCR-007270,B001PB8EJ2,poor suction
FCR-007273,B002HFDLCK,broken.
FCR-007312,B002HFDLCK,completely stopped
FCR-007325,B001PB8EJ2,sending back
FCR-007378,B002HFDLCK,buyer
FCR-007390,B002HFDLCK,completely stopped
FCR-007398,B0068RU4LE,broken.
FCR-007437,B004Q7CK56,wanted love
FCR-007506,B000C7GZ2I,save yourself
FCR-007509,B07CQFHDN7,don't waste money.
FCR-007512,B07CQFHDN7,don't waste money.
FCR-007563,B004GN8UYA,completely stopped
FCR-007577,B07CQFHDN7,authorized
FCR-007591,B002HFDLCK,less months
FCR-007613,B000F8EUFI,don't waste money.
FCR-007629,B001PB8EJ2,work all.
FCR-007633,B004GN8UYA,completely stopped
FCR-007635,B002TUU2GQ,went use
FCR-007672,B004GN8UYA,don't waste money.
FCR-007677,B0068RU4LE,spits
FCR-007688,B071DT6NMT,wanted love
FCR-007697,B07CQFHDN7,completely stopped
FCR-007701,B001PB8EJ2,service center
FCR-007714,B07CQFHDN7,don't waste money.
FCR-007727,B004Q7CK56,defective.
FCR-007739,B002HFDLCK,went use
FCR-007746,B001PB8EJ2,completely stopped
FCR-007751,B002HFDLCK,work all.
FCR-007757,B07CQFHDN7,less months
FCR-007770,B0068RU4LE,completely stopped
FCR-007775,B000FFUQZO,broken.
FCR-007793,B0009ONZ8G,completely stopped
FCR-007812,B000F8EUFI,work all.
FCR-007831,B000C7GZ2I,don't waste money.
FCR-007846,B005ZGJ9JM,don't waste money.
FCR-007872,B0068RU4LE,completely stopped
FCR-007882,B004F7AR02,completely stopped
FCR-007895,B001PB8EJ2,completely stopped
FCR-007905,B0070YQP6M,completely stopped
FCR-007919,B000F8EUFI,sending back
FCR-007928,B0068RU4LE,went use
FCR-007936,B0019KOFEC,completely stopped
FCR-007982,B092SJ1JG6,don't waste money.
FCR-008000,B002TUU2GQ,high hopes
FCR-008030,B07CQFHDN7,completely stopped
FCR-008037,B004Q7CK56,completely stopped
FCR-008051,B005ZGJ9JM,cheaply made.
FCR-008079,B000F8EUFI,completely stopped
FCR-008099,B000F8EUFI,don't waste money.
FCR-008139,B07CQFHDN7,completely stopped
FCR-008146,B092SJ1JG6,completely stopped
FCR-008150,B002HFDLCK,don't waste money.
FCR-008172,B0068RU4LE,went use
FCR-008178,B005FQMALQ,broken.
FCR-008198,B005ZGJ9JM,broken.
FCR-008205,B007AQZAW0,don't waste money.
FCR-008211,B005FQMALQ,will returning
FCR-008216,B005FQMALQ,completely stopped
FCR-008230,B005FQMALQ,authorized
FCR-008250,B005FQMALQ,completely stopped
FCR-008252,B005FQMALQ,high hopes
FCR-008273,B000N1XPG2,policy
FCR-008277,B08BL3DKFV,even last
FCR-008290,B001PB8EJ2,completely stopped
FCR-008303,B0068RU4LE,completely stopped
FCR-008313,B0068RU4LE,went use
FCR-008324,B004Q7CK56,completely stopped
FCR-008330,B078W71CCN,completely stopped
FCR-008341,B08BL3DKFV,don't waste money.
FCR-008354,B000F8EUFI,don't waste money.
FCR-008367,B07CQFHDN7,don't waste money.
FCR-008373,B000FFUQZO,better off
FCR-008376,B08BL3DKFV,completely stopped
FCR-008383,B002HFDLCK,spits
FCR-008384,B07CQFHDN7,don't waste money.
FCR-008390,B08BL3DKFV,completely stopped
FCR-008428,B004GN8UYA,don't waste money.
FCR-008432,B07CQFHDN7,completely stopped
FCR-008453,B092SJ1JG6,high hopes
FCR-008478,B005FQMALQ,constantly gets
FCR-008483,B000C7GZ2I,broken.
FCR-008485,B000F8EUFI,anything up.
FCR-008508,B002HFDLCK,authorized
FCR-008544,B005FQMALQ,repair shop
FCR-008550,B002HFDLCK,completely stopped
FCR-008565,B07CQFHDN7,less months
FCR-008571,B008LX6JWG,wanted love
FCR-008578,B004F7AR02,don't waste money.
